monthly_income,monthly_expenses,credit_score,transactions_per_month,debt_ratio
3145.68,901.83,674,20,0.502
4841.51,200,700,19,0.274
2287.68,2624.49,573,20,0.184
2371.25,829.5,363,24,0.52
3879.16,1130.33,347,20,0.153
5082.51,2460.23,345,20,0.519
4107.89,1210.95,722,31,0.472
5534.41,200,387,27,0.282
4105.16,2044.02,825,30,0.111
2449.37,2480.77,567,24,0.281
2552.83,3007.17,436,26,0.526
3043.26,2574.31,563,13,0.364
2807.32,3016.38,807,27,0.272
3268.66,996.31,565,31,0.454
3630.54,3422.8,624,22,0.071
3548.42,1249.47,641,28,0.374
5542.49,1388.89,577,27,0.434
4753.15,1945.95,629,12,0.095
3928.07,2072.03,554,23,0.261
3559.68,1183.25,793,22,0.203
2152.51,2454.42,534,23,0.031
2423.92,2218.74,761,20,0.338
2034.11,1834.35,537,26,0.423
1483.03,2263.59,636,29,0.308
1863.04,1485.26,367,26,0.041
6186.93,2454.88,821,25,0.098
4421.24,2006.79,662,35,0.204
3364.75,1388.8,560,31,0.505
4510.65,1973.01,416,28,0.084
3818.92,1700.79,328,32,0.205
1515.95,1373.67,474,32,0.074
493.49,2467.07,444,25,0.449
1060.01,1968.35,552,26,0.482
2123.31,2619.5,844,29,0.405
1785.8,1977.38,355,28,0.5
3164.87,1861.71,680,25,0.592
3647.29,2236.83,809,32,0.328
1624.75,2168.49,603,19,0.569
5193.07,1602.46,393,21,0.364
1689.12,897.93,719,23,0.182
3444.88,200,486,21,0.063
2484.47,2518.69,506,16,0.216
3754.51,2068.43,589,21,0.454
3451.44,1184.14,726,20,0.24
3848.25,2605.82,366,23,0.399
3796.16,810.57,463,28,0.323
2397.47,2326.08,337,19,0.416
3311.56,1711.96,802,35,0.126
2412.96,1893.29,523,28,0.17
1467.46,1622.19,439,22,0.275
3657.41,2837.27,702,38,0.428
1827.76,2624.71,434,27,0.038
2899.8,589.72,479,30,0.486
4232.34,2332.93,476,29,0.539
3882.72,1940.86,451,19,0.108
4839.58,1826.55,486,33,0.18
3674.12,1830.41,629,29,0.058
3602.1,1441.65,315,26,0.629
3270.24,2158,817,27,0.205
6267.04,940.82,528,18,0.028
1176.62,3385.52,452,34,0.184
1241.57,1512.55,420,29,0.532
1472.42,2316.78,734,33,0.151
2119.5,1550.59,346,25,0.208
922.8,1464.43,658,20,0.327
4137.35,2434.12,478,20,0.45
2526.38,1893.57,625,22,0.471
3073.85,1871.5,843,31,0.229
4156.8,3126.23,752,27,0.216
1423.88,2245.82,352,20,0.245
925.32,1202.24,668,18,0.099
3540.27,1404.63,389,19,0.366
3560.83,2385.69,488,32,0.172
3368.45,2388.38,747,21,0.364
3347.6,2183.74,564,31,0.172
1282.6,1795.12,624,24,0.24
3773.3,1830.05,515,20,0.151
5019.57,1812.08,537,34,0.114
4016.59,3660.62,732,25,0.171
715.74,2042.2,665,22,0.169
4102.01,2938.13,564,19,0.559
2658.72,1688.5,518,23,0.536
2789.23,2953.05,810,28,0.067
2801.96,1606.63,393,22,0.156
2405.32,1040.12,607,25,0.297
2961.33,892.58,390,21,0.511
1079.67,1224.23,355,25,0.164
580.2,1535.06,315,27,0.297
4279.45,910.4,386,28,0.204
4667.28,1993.18,837,25,0.19
2195.6,2386.12,608,22,0.426
5480.1,1686.06,841,26,0.284
1320.98,1571.84,509,29,0.279
2090.43,1116.97,735,20,0.193
2197,1583.31,317,15,0.325
306.43,2650.4,337,27,0.049
3155.08,2540.98,720,26,0.221
3295.95,2194.76,653,19,0.162
4864.97,2865.28,518,18,0.253
3703.18,3141.16,561,19,0.255
4106.64,1997.45,666,29,0.158
2277.91,3119.52,692,28,0.426
2772.06,1069.37,412,20,0.277
4020.96,3008.52,642,27,0.47
2366.43,1453.07,410,16,0.245
4570.82,2518.85,528,29,0.047
2811.44,2827.91,561,26,0.36
1710.61,1195.7,841,19,0.163
4334.61,1649.06,375,24,0.118
5350.24,2698.38,327,19,0.271
2118.23,1530.01,553,28,0.329
2547.32,2667.69,355,23,0.035
2007.45,692.33,606,20,0.584
3411.12,1130.63,365,20,0.379
4636.85,2870.51,484,29,0.397
2695.79,1251.29,586,16,0.345
1940.32,2354.92,551,21,0.41
2236.3,3164.3,395,27,0.249
1566.88,2979.7,321,31,0.23
1720.19,310.52,443,29,0.238
1340.82,767.69,780,21,0.27
2028.73,200,507,36,0.113
2483.02,1178.97,369,24,0.218
2504.36,2377.68,429,26,0.278
4000.29,1218.03,840,20,0.231
2557.57,1620.95,343,18,0.628
3491.6,3011.27,794,21,0.478
1958.47,1790,688,25,0.154
3774.65,2027.03,323,22,0.196
4548.13,3098.13,824,33,0.406
1623.92,1077.01,406,31,0.332
975.54,2306.24,311,26,0.286
3416.59,1617.49,326,29,0.12
2910.51,2427.59,540,19,0.156
4240.3,2223.74,469,22,0.148
3520.8,2817.06,516,30,0.375
3414.82,1062.67,548,22,0.338
639.91,1241.28,566,22,0.268
2292.33,1716.54,782,23,0.157
2012.48,2440.1,692,32,0.08
3126.42,3005.9,728,29,0.101
4327.76,1329.67,568,21,0.183
3959.48,2404.12,732,28,0.562
2617.83,907.87,359,24,0.204
2261.25,2830.92,531,23,0.265
2104.65,2609.33,413,25,0.182
4302.61,988.74,462,20,0.25
4734.13,1774.94,599,24,0.434
4957.93,1059.38,821,29,0.358
4025.87,2993.72,640,23,0.513
2070.84,2130.14,534,24,0.026
1742.16,2275.11,491,27,0.464
2980.22,522.78,661,26,0.266
4161.23,2327.77,332,28,0.375
464.91,1113.78,501,24,0.311
4620.61,3539.55,805,21,0.392
4018.94,1934.92,837,35,0.263
2570.45,2406.58,742,26,0.131
300,1704.63,701,23,0.105
4033.94,2636.81,633,23,0.408
4509.83,1927.93,653,20,0.66
1244.51,2404.45,552,23,0.373
4841.98,2462.89,648,25,0.098
2578.34,975.88,653,24,0.511
2244.89,2321.92,479,24,0.117
4698.73,2470.81,791,29,0.302
642.11,1691.46,618,27,0.097
2768.01,3734.59,371,32,0.22
3098.67,1890.61,611,22,0.798
2313.98,2671.72,590,31,0.201
3026.09,1280.78,837,23,0.409
3300,1822.26,722,30,0.229
2054.02,2998.41,755,22,0.328
2167.67,1744.3,427,32,0.192
2476.29,1459.18,717,25,0.224
2617.79,2464.9,459,25,0.464
3108.81,3248.78,643,21,0.26
2042.17,2262.35,756,33,0.251
3322.55,2179.68,573,27,0.331
4416.51,2960.23,745,26,0.094
1471.58,1111,446,31,0.208
4161.48,2224.94,352,29,0.095
2032.03,1448.86,546,34,0.181
1015.46,2948.51,310,29,0.66
3147.3,1857.55,334,25,0.124
2400.01,2326.11,642,21,0.573
3072.81,1590.57,758,24,0.278
740.4,791.33,803,24,0.675
2209.2,3819.58,497,28,0.424
5197.73,902.71,822,21,0.201
1391.17,3004.33,393,21,0.127
4804.86,2077.27,624,22,0.051
471.89,2909.7,448,30,0.105
2598.61,1128.63,400,34,0.201
2179.78,2081.06,336,24,0.568
2256.79,871.4,459,23,0.612
2871.23,3134.44,530,19,0.222
4357.33,3123.56,818,26,0.074
1222.38,1216.5,674,22,0.332
6124.76,2319.2,675,31,0.41
1683.96,2507.4,617,28,0.334
3140.16,2575.76,604,19,0.276
1755.13,2271.24,652,28,0.529
3773.56,2219.73,816,22,0.031
1283.61,2372.1,500,23,0.484
3372.74,1556.93,517,24,0.283
3248.07,2548.62,375,29,0.423
3031.79,1904.21,526,26,0.019
2373.75,3607.54,404,30,0.375
1320.33,2702.49,417,19,0.376
2439.28,1046.09,315,21,0.226
3913.77,2347,603,27,0.304
2333.23,2677.94,627,28,0.373
3531.97,2758.58,708,22,0.443
3313.37,2449.43,404,33,0.626
3397.19,2696.46,541,23,0.152
2139.15,2431.38,512,22,0.287
3909.12,2016.77,336,22,0.243
3367.58,2187.11,582,23,0.381
6057.51,2868.77,762,16,0.194
4080.8,3251.11,370,21,0.306
5402.29,2638.69,338,34,0.122
3300.52,1582.03,494,12,0.549
4911.51,2394.35,790,22,0.499
1237.3,1901.4,476,22,0.273
3810.92,1738.81,468,12,0.382
2983.24,2247.59,752,29,0.041
1775.14,2580.6,641,21,0.206
2734.4,2705.97,849,26,0.628
3020.26,1034.71,649,24,0.376
4589.11,2309.82,797,23,0.157
4015.4,3330.18,566,22,0.25
1476.03,200,640,36,0.352
5917.76,3043.92,386,36,0.06
4387.94,913.36,777,21,0.177
2945.18,1546.45,665,25,0.204
3764.35,1590.84,692,23,0.104
3146.01,2786.96,360,30,0.309
3286.1,200,820,16,0.213
3365.86,2862.22,336,25,0.187
2614.09,2623.74,453,28,0.102
2192.17,1701.8,357,21,0.459
3170.65,2682.84,806,26,0.247
4600.64,2903.87,378,32,0.663
2338.1,2010.21,458,16,0.297
3653.46,1101.67,721,23,0.221
2406.36,1909.02,363,24,0.315
1262.09,3194.06,550,19,0.276
5625.76,1714.26,812,23,0.218
2393.52,703.05,768,26,0.006
3011.53,1844.33,495,18,0.438
2143.61,1878.52,785,15,0.147
2384.9,2274.58,724,17,0.155
5122.27,250.25,519,28,0.401
1153.51,2229.98,839,20,0.058
4538.45,3455.09,391,25,0.094
2706.46,1156.88,355,27,0.138
3485.49,1237.86,318,23,0.354
1657.97,1964.01,574,24,0.119
3350.24,478.54,610,22,0.223
4252.31,2065,679,19,0.54
5000.38,1095.99,645,28,0.303
2576.01,2371.99,314,30,0.402
1689.87,930.18,318,31,0.473
2293.34,3754.91,310,23,0.601
2535.34,1553.51,617,28,0.502
4657.9,2854.89,651,22,0.524
3411.02,2812.32,478,29,0.142
3355.82,200,541,20,0.386
3835.25,3002.86,557,25,0.693
2603.11,1564.5,392,23,0.055
1299.15,2598.83,584,19,0.415
3161.22,3512.9,348,21,0.263
3728.44,3102.16,775,22,0.488
1573.22,2465.06,825,32,0.616
2970.29,925.75,332,28,0.292
3982.29,2418.23,314,20,0.311
439.41,1171.94,322,22,0.304
4849.44,1786.39,615,20,0.385
2690.43,1743.03,510,38,0.323
1442.87,2339.05,561,19,0.316
4134.3,1535.03,809,27,0.119
3953.2,2104.42,598,26,0.285
3271.26,2542.13,580,20,0.158
3579.54,1749.91,600,38,0.224
848.09,338.01,364,27,0.481
4184.92,2832.29,501,34,0.473
2269.77,2188.45,732,25,0.12
2245.24,1783.97,363,23,0.519
4583.79,2010.86,648,23,0.381
1698.09,2878.15,696,24,0.089
4569.44,1731.74,564,24,0.575
3544.3,966.6,536,28,0.193
4388.19,1461.02,516,19,0.184
1820.82,2202.96,384,28,0.447
4122.54,2163.27,504,29,0.376
3510.8,758.09,576,32,0.581
2941.69,3320.88,376,22,0.613
1948,4309.34,311,28,0.302
2892.07,3323.21,619,19,0.134
825.62,2312.11,699,34,0.096
1747.86,1635.93,808,30,0.376
2959.16,2714.5,398,30,0.325
2399.26,2142.64,551,22,0.439
3956.19,1826.34,649,21,0.391
3096.69,1557.72,719,29,0.108
3658.84,1140.52,367,24,0.183
4637.05,2273.4,678,17,0.248
4779.77,2631.48,345,25,0.318
4001.39,1859.33,327,31,0.131
2548.44,1773.63,518,29,0.749
4873.09,2495.38,756,24,0.695
300,1049.79,844,24,0.041
2577.52,1383.77,694,26,0.336
4715.34,1211.39,783,18,0.265
1669.87,2903.45,671,18,0.101
4668.87,2646.97,539,26,0.243
2921.33,200,673,22,0.396
2144.63,1563.69,493,30,0.668
3875.45,3003.66,678,16,0.529
4512.08,1184.48,688,27,0.151
4038.28,200,763,19,0.261
3065.98,2718.41,421,22,0.376
305.85,2351.98,529,17,0.455
2643.39,1268.68,842,27,0.045
4830.33,1256.52,648,20,0.337
2151.02,1881.52,618,20,0.334
4374.14,1700.14,723,23,0.464
1323.62,1896.34,404,23,0.146
4508.96,3612.86,413,31,0.387
724.39,1806.63,539,28,0.363
2178.84,1281.25,418,30,0.354
2263.07,2364.2,754,23,0.276
947.47,2299.72,452,29,0.251
3357.6,2878.85,505,19,0.174
2677.63,1695.62,359,26,0.286
2450.9,2396.69,467,17,0.26
1062.41,1006.42,847,25,0.609
1877.88,2492.43,486,23,0.365
1060.04,1577.65,526,21,0.055
4470.33,1739.24,327,22,0.333
1259.19,2277.13,826,23,0.14
3502.21,2324.96,442,21,0.261
3922.16,1333.2,457,17,0.379
772.88,1545.28,803,31,0.449
2640.91,1861.29,555,15,0.61
1849.66,3132.88,500,26,0.326
2412.78,2966.31,561,25,0.031
1640.41,1083.47,656,26,0.088
4983.47,3170.72,743,15,0.037
445.89,1409.35,592,27,0.441
2688.05,2261.72,656,30,0.121
3648.9,880.99,757,27,0.338
5130.05,2163.69,687,37,0.674
2168.28,2197.05,392,28,0.178
4237.29,2378.69,813,15,0.393
3396.52,1072.65,689,21,0.733
5277.59,1645.42,836,25,0.26
2858.22,529.44,573,32,0.223
3845.19,2944.2,622,17,0.213
3870.98,2305.43,804,22,0.329
3427.56,3043.46,760,19,0.114
1733.72,2136.18,758,26,0.107
1720.51,1541.67,816,32,0.301
2302.9,2474.52,304,27,0.278
3490.51,1111.7,439,28,0.033
2517.16,1539.23,428,14,0.132
1448.64,1862.12,564,22,0.325
3297.4,2701,358,21,0.153
2790.58,1615.71,431,27,0.16
1182.22,227.03,565,23,0.314
2678.04,1965.83,480,18,0.404
2453.64,2847.73,334,16,0.087
3744.39,2343.22,563,29,0.312
935.55,2303.45,790,26,0.308
3096.08,1752.11,409,18,0.299
3245.23,1936.02,416,27,0.57
1532.58,1771.41,332,31,0.3
4249.31,1934.26,715,21,0.289
3427.81,2522.48,623,26,0.339
2245.88,2016.31,390,28,0.445
2589.38,1784.01,791,28,0.372
2416.29,2713.86,680,24,0.477
2882.91,2651.58,647,18,0.43
4589.8,2723.81,420,26,0.108
1039.39,3359.76,599,26,0.312
2628.9,2516.44,791,24,0.186
1791.43,1776.48,356,33,0.038
3397,2412.16,550,22,0.064
3191.84,1577.17,769,21,0.158
4710.25,1230.93,348,13,0.165
2976.26,1696.24,428,24,0.232
4461.43,3931.14,678,25,0.279
3724.08,1514.43,337,26,0.276
2856.65,3539.65,638,25,0.07
3490.18,1454.59,340,21,0.267
1777.3,2200.49,617,25,0.169
3922.33,3556.2,753,24,0.31
2643.63,1295.13,378,25,0.147
2424.74,1196.64,663,25,0.11
2498.72,1052.55,332,40,0.254
3631.54,983.7,373,24,0.24
2275.27,1956.05,568,27,0.277
1847.78,1293.92,684,12,0.55
2175.88,2241.76,501,31,0.236
1054.31,1114.19,783,24,0.049
2277.31,1915.03,677,23,0.157
1846.93,1194.4,468,28,0.17
3567.57,2457.73,848,38,0.367
2481.09,2094.12,477,26,0.481
3046.3,2420.25,490,23,0.349
300,1953.05,338,25,0.253
2800.01,1720.28,436,22,0.387
2746.56,2276.6,303,19,0.389
3824.16,1107.29,308,20,0.154
4117.93,1389.81,629,33,0.171
710.33,2844.79,753,22,0.105
6055.43,2641.76,783,24,0.332
2794.99,2303.47,848,24,0.465
2537.33,939.26,723,30,0.357
1569.15,1322.71,782,28,0.383
4179.81,3028.93,808,29,0.091
2126.92,2229.74,670,23,0.098
4972.96,1740.51,814,25,0.432
2715.01,2849.47,603,19,0.135
2785.91,3386.8,839,19,0.238
5472.37,2753.93,362,20,0.335
2912.78,2660.91,378,21,0.244
1881.35,1808.77,670,29,0.281
2907.39,2798.96,816,25,0.328
3682.27,3308.88,418,20,0.536
2905.17,1995.65,408,19,0.115
2547.81,1618.76,684,31,0.209
5030.33,1988.9,642,32,0.311
2727.39,2108.28,754,25,0.098
3519.14,918.32,733,26,0.168
1271.09,2792.08,566,31,0.034
3486.44,2166.78,606,24,0.177
1630.69,898.86,834,26,0.178
4372.21,2011.86,685,19,0.271
3083.87,1223.63,768,28,0.211
845.04,1399,631,34,0.252
2620.86,3553.7,348,26,0.247
6015.87,2286.78,662,27,0.4
4573.12,1671.9,370,22,0.025
3177.31,624.85,723,22,0.03
1971.03,2246.29,801,31,0.308
3826.82,2024.22,544,34,0.398
3417.6,1734.63,688,19,0.345
2732.58,1480.89,732,23,0.578
1247.49,3019.45,833,26,0.274
3051.77,2883.65,801,28,0.433
2308.55,2481.21,410,18,0.52
3505.17,609.3,622,36,0.513
2104.8,1816.77,493,25,0.143
3376.75,3174.54,390,18,0.34
5805.32,1612.41,784,25,0.283
5846.15,1432.09,797,21,0.109
3483.92,1346.77,654,19,0.24
4994.35,3059.93,528,21,0.266
2486.98,834.11,302,22,0.483
1846.14,1975.03,538,21,0.336
4509.98,703.62,722,17,0.085
1908.4,2289.62,475,30,0.183
4531.24,3798.49,547,18,0.182
1368.37,2000.08,499,24,0.196
3498.73,1813.81,581,25,0.259
1736.42,1665.62,778,20,0.199
2173.08,1893.78,536,28,0.336
4338.96,2191.56,742,36,0.296
4696.81,2532.24,412,23,0.214
2208.21,1795.35,605,24,0.429
4385.65,2434.91,492,24,0.279
2526.34,1913.81,635,19,0.403
3086.79,2624.31,543,26,0.024
2274.26,2728.02,619,26,0.21
2321.93,1623.51,442,26,0.099
2180.79,2615.79,687,21,0.53
1308.82,2383.7,845,26,0.455
2174.55,2948.89,564,28,0.249
2143.29,2637.82,449,26,0.38
5336.63,1539.82,741,25,0.13
4098.54,3848.82,312,37,0.236
2466.56,2149.25,450,18,0.656
2765.62,1606.41,347,20,0.027
3343.37,2734.95,453,31,0.173
2981.49,2373.16,309,27,0.201
2220.53,1453.92,388,27,0.44
3930.61,2196.68,436,30,0.129
2456.3,3686.58,467,28,0.316
3779.53,1340.72,767,23,0.17
4429.3,1345.14,771,36,0.218
3345.67,3670.44,763,24,0.451
2561.77,1019.05,401,26,0.555
4068.78,1163.9,839,29,0.158
4300.8,1988.77,638,27,0.268
4970.85,2033.25,477,28,0.285
4833.8,3357.21,460,25,0.148
2489.45,3400.51,493,12,0.162
926.87,3556.75,526,30,0.28
2747.39,2909.9,566,16,0.346
2221.92,1330.44,456,29,0.173
3424.12,1014.62,355,25,0.398
2843.5,2097.1,590,23,0.254
1186.65,1412.68,690,23,0.224
4352.67,1475.82,837,20,0.303
2208.63,1583.44,604,29,0.236
2989.28,2234.04,822,22,0.405
4574.46,2952.79,769,24,0.146
2576.22,1053.75,800,27,0.169
2548.42,2160.37,511,32,0.694
3950.59,3541.51,711,24,0.152
3906.28,457.9,820,24,0.09
1081.94,3073.07,333,25,0.132
3391.07,200,552,24,0.34
3541.55,1560.09,478,21,0.094
1481.62,977.94,749,21,0.204
4553.02,2051.96,706,25,0.127
3821.05,2555.89,570,28,0.274
4595.61,2695.24,741,22,0.361
4056.21,1218.27,439,25,0.105
2829,1570.03,495,25,0.281
3081.62,1646.89,475,26,0.134
2040.99,1153.12,734,23,0.1
3595.29,1174.1,687,24,0.154
989.72,3329.89,373,25,0.215
3005.97,1511.89,616,22,0.59
1599.55,1795.06,606,18,0.101
4273.84,4161.53,325,23,0.398
300,3328.72,521,22,0.261
1829.33,1310.1,562,30,0.376
2449.54,1781.55,664,25,0.364
2592.32,403.14,302,25,0.204
3393.69,2630.64,759,23,0.088
2655.54,3004.99,460,25,0.013
2167.3,1995.22,602,26,0.247
3522.04,1928.89,439,27,0.182
3878.18,2642.57,449,32,0.52
5053.09,3234.78,440,27,0.182
2413.67,3031.67,606,24,0.594
2838,2045.15,460,23,0.306
3325.92,2765.2,485,28,0.562
1808.08,1627.93,431,34,0.261
1713.13,3063.01,730,24,0.075
3751.81,526.97,524,27,0.517
4254.23,200,794,24,0.092
2824.71,2451.07,355,25,0.502
3595.41,1703.08,391,28,0.502
2588.16,658.68,415,27,0.132
3885.92,1727.9,316,20,0.111
2477.15,1338.9,491,23,0.362
4826.45,1465.18,739,23,0.146
3561.36,2097.32,803,34,0.317
1932.02,2352.68,574,33,0.432
2527.91,3273.71,510,27,0.158
2717.29,2170.43,300,32,0.021
2703.89,778.24,612,23,0.071
3325.39,1681.02,671,20,0.209
2745.91,200,721,31,0.368
1170.79,2698.44,447,17,0.517
2931.3,1698.22,670,25,0.312
2148.04,2547.61,734,24,0.133
3261.07,2524.44,639,24,0.661
3267.78,2110.28,450,26,0.155
1422.94,2678.7,650,23,0.223
1163.79,1787.5,796,23,0.351
2898.18,2819.31,401,28,0.553
3143.56,1082.44,560,21,0.441
2361.78,2866.24,719,27,0.417
3341.36,2373.65,606,33,0.133
3489.61,1498.95,386,30,0.157
3764.74,1957.81,715,21,0.196
1843.09,719.62,413,26,0.309
3895.03,200,502,25,0.051
2091.97,1979.13,540,26,0.255
2065.49,2085.61,373,24,0.42
3855.99,2579.75,693,26,0.519
3022.58,2470.02,374,28,0.145
2525.32,2261.38,529,26,0.196
1328.75,3228.18,355,24,0.213
3967.68,2723.19,533,20,0.296
1595.02,2078.17,765,31,0.491
300,1990.91,812,30,0.125
1998.79,3392.14,505,23,0.279
3749.21,2141.24,713,26,0.463
2697.68,2220.2,544,24,0.084
2464.37,2210.19,405,35,0.28
1631.09,2780.81,476,25,0.358
2991.96,1358.1,458,35,0.142
2970.46,2055.19,348,19,0.483
1123.48,1019.98,487,17,0.382
661.69,1394.21,398,27,0.101
4426.34,1402.59,771,24,0.068
5383.11,1150.03,386,28,0.041
4056.17,1116.02,711,24,0.29
3053.76,2506.45,787,24,0.825
2351.89,1797.63,347,23,0.487
2869.29,1080.25,787,18,0.259
3752.23,1729.34,495,25,0.312
3407.48,2314.93,539,27,0.293
5831.71,1999.21,813,23,0.23
3835.05,2468.37,568,23,0.487
3787.96,704.74,771,26,0.286
3989.04,3132.83,312,21,0.436
3396.64,2172.85,409,34,0.551
2778.3,1291.48,751,27,0.342
2523.86,1298.06,491,20,0.497
3419.45,2838.04,511,29,0.14
4196.21,553.29,598,24,0.281
3279.02,2216.03,598,24,0.357
1886.63,200,686,20,0.226
1963.31,599.66,322,32,0.596
3313.55,891.14,356,29,0.581
3368.96,729.12,613,30,0.207
1547.38,1784.74,547,28,0.502
1275.87,1835.32,739,27,0.119
2442.01,1089.33,646,26,0.248
1983.36,1103.95,364,29,0.094
3331.5,3101.41,758,30,0.321
3669.95,2047.97,736,22,0.134
3239.27,1215.26,654,24,0.177
2929.42,978.7,388,24,0.216
2655.53,2074.25,386,22,0.056
3574.22,2909.52,412,34,0.198
1725.09,1506.73,348,19,0.525
5594.99,2501.58,751,20,0.431
1480.64,3388.72,330,24,0.357
3287.83,1007.25,775,28,0.218
4421.03,3849.27,662,25,0.23
1620.98,1676.83,450,26,0.694
3138.82,1871.82,610,27,0.259
5646.41,3476.4,685,21,0.24
2215.63,2538.29,618,26,0.445
2431.11,3156.56,598,27,0.321
3280.97,2596.47,606,19,0.152
1804.61,1200.77,465,24,0.53
3726.62,1177.24,827,30,0.045
1492.41,993.49,439,29,0.336
4101.89,1721.32,722,31,0.105
1650.18,1413.12,488,30,0.303
3355.67,3170.51,584,29,0.174
3845.97,2126.68,381,32,0.366
2374,1786.04,733,20,0.229
3065.72,3311.05,652,24,0.126
3699.01,681.48,614,27,0.183
1688.49,2740.32,657,25,0.477
2362.87,2442.78,391,27,0.152
1329.89,2486.9,661,28,0.138
3785.63,2135.64,682,31,0.645
2600.01,4345.87,707,24,0.234
3679.75,822.62,748,24,0.246
4907.81,1398.17,521,20,0.244
1632.15,1679.71,427,22,0.191
1923.56,848.02,522,26,0.435
1990.52,2713.85,520,33,0.322
4379.22,2661.77,584,32,0.23
2723.72,3174.59,801,25,0.181
4218.75,2361.88,764,35,0.675
6161.85,621.28,740,37,0.178
1322.45,3380.68,636,19,0.234
2238.86,1387.06,802,30,0.12
4093.43,1765.97,534,29,0.185
2415.82,2925.61,309,25,0.371
1467,1555.95,638,28,0.144
1653.02,1234.29,477,24,0.267
1999.56,1439.87,486,29,0.137
1043.64,2207.24,404,21,0.323
2349.82,2467.99,652,22,0.281
3884.51,2261.49,574,25,0.14
1678.7,1842.58,528,16,0.1
3470.19,2580.49,605,21,0.402
2397.77,1771.67,356,32,0.154
3755.05,3053.2,827,24,0.208
1023.75,973.38,395,29,0.198
2566.48,3323.2,313,31,0.615
4002.09,419.43,543,25,0.077
4467.66,1607.59,337,30,0.348
3240.83,1363.48,367,25,0.404
2694.72,1210.2,539,26,0.142
3064.11,1086.84,397,35,0.483
2964.82,1374.89,489,31,0.361
4218.53,2567.77,356,25,0.395
2124.68,516.06,820,19,0.401
1335.68,3502.77,531,22,0.203
3554.58,1709.94,821,23,0.051
2963.62,2085.83,579,22,0.213
2725.84,797.37,621,29,0.53
5175.24,627.29,794,28,0.205
1894.53,288.98,656,35,0.287
643.71,2622.7,500,26,0.6
3614.58,3292.44,448,26,0.154
2102.87,608.71,642,22,0.234
2950.91,1815.8,322,30,0.268
5142.66,1154.98,301,29,0.098
445.65,2198.69,755,21,0.556
2086.66,1162.97,328,20,0.386
4224.82,1807.32,330,26,0.308
4556.79,2853.24,308,17,0.165
2117.34,865.33,707,27,0.324
3037.92,1459.57,544,21,0.217
3411.44,2586.16,719,28,0.6
3330.09,926.86,422,26,0.337
2021.4,2671.57,793,19,0.308
2905.94,2641.67,614,29,0.42
2243.32,1869.11,535,18,0.375
3551.25,2984.56,825,23,0.136
1390.7,3286.86,720,35,0.335
2156.42,1505.57,361,20,0.145
1822.29,1537.8,441,23,0.299
3218.89,2426.96,551,28,0.133
3631.37,1300.24,492,30,0.244
3231.83,1369.36,326,20,0.083
4811.95,3268.61,739,28,0.028
2833.7,1136.53,699,34,0.291
1850.88,1185.06,319,33,0.469
2175.34,1999.02,398,27,0.204
1996.34,1180.22,629,21,0.478
2634.21,1128.22,498,19,0.056
1220.73,490.21,630,16,0.331
3105.9,1449.4,412,23,0.332
3442.98,2227.41,361,26,0.153
3213.36,2336.3,394,25,0.225
4642.97,1159.36,363,20,0.395
5139.83,1268.07,412,21,0.222
2882.76,2427.11,563,27,0.248
4308.65,3183.31,766,26,0.208
1341.02,1229.37,622,19,0.159
5123.63,2745.22,524,21,0.215
3172.63,2380.78,512,24,0.195
3485.36,1686.6,494,28,0.177
1994.24,1349.87,583,28,0.345
3904.96,1343.95,384,24,0.382
3310.71,2660.21,339,24,0.333
4214.31,1105.57,410,18,0.092
2573.77,2091.46,587,34,0.389
2727,1615.11,600,27,0.136
2555.72,1459.07,492,29,0.556
4353.99,1370.21,457,24,0.592
1156.33,2776.94,507,18,0.323
4116.4,3136.96,504,27,0.673
4346.96,518.63,680,35,0.582
5043.19,2169.76,612,26,0.102
3769.41,3276.3,336,28,0.281
1932.39,2748.02,843,29,0.418
3812.69,2282.57,539,25,0.076
5157.19,1316.91,756,28,0.054
3313.55,1808.03,753,29,0.243
2553.28,2173.99,606,22,0.429
5441.54,2328.15,489,29,0.443
1111.37,3690.18,844,20,0.258
2455.83,1200.49,812,39,0.164
4886.54,200,458,27,0.304
1669.52,2671.3,454,31,0.215
4624.75,2191.49,355,27,0.315
700.79,1769.32,487,18,0.283
3987.23,3327.57,453,24,0.093
4103.45,2575.17,716,32,0.313
1587.88,1513.54,781,20,0.245
3018.38,1525.14,395,23,0.355
1349.32,2136.27,717,24,0.298
1756.31,2975.5,722,31,0.136
3029.17,1289.62,438,25,0.556
5220.78,1917.66,753,19,0.201
4561.08,3375.98,373,25,0.336
1362.06,1501.12,834,34,0.265
3916.72,493.77,779,23,0.345
1425.21,2435.6,686,22,0.544
4667.26,2152.13,598,19,0.058
1584.01,2667.25,833,15,0.141
4236.04,1150.77,388,25,0.147
2430.59,1089.34,349,25,0.43
627.71,1858.46,597,34,0.476
2869.89,1158.14,547,21,0.393
2310.77,1919.08,414,18,0.391
3909.67,1411.57,765,33,0.564
1906.68,2284.92,451,22,0.362
4434.14,1389.73,556,18,0.174
5520.64,2799.72,523,35,0.746
1946.62,2357.11,695,25,0.138
2467.93,2178.59,319,24,0.388
5524.51,2490.18,403,24,0.735
3512.97,2023.25,400,24,0.113
2278.63,1028.74,332,15,0.307
3343.94,3141.41,469,26,0.167
2367.89,1490.79,759,23,0.117
2770.66,2473.51,516,21,0.424
